Coventry City,Ipswich Town,Millwall,Southampton,Middlesbrough,Hull City,Wrexham,Derby County,Norwich City,Bristol City,Queens Park Rangers,Watford,Preston North End,Swansea City,Birmingham City,Stoke City,Sheffield United,Charlton Athletic,Portsmouth,Blackburn Rovers,West Bromwich Albion,Oxford United,Leicester City,Sheffield Wednesday
9934.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,7317.0,815.0,901.0,900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1516.0,2834.0,2789.0,2829.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,734.0,3017.0,2928.0,3162.0,158.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,361.0,3097.0,2995.0,2865.0,628.0,35.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.0,229.0,368.0,233.0,6919.0,1043.0,1135.0,58.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,8.0,18.0,11.0,1710.0,4077.0,3621.0,388.0,43.0,49.0,14.0,6.0,26.0,24.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,504.0,3707.0,3600.0,1120.0,266.0,234.0,70.0,55.0,148.0,229.0,27.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,48.0,896.0,1070.0,2826.0,1478.0,778.0,390.0,285.0,632.0,1178.0,168.0,248.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,182.0,359.0,1843.0,1653.0,1157.0,787.0,526.0,939.0,1536.0,426.0,575.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,43.0,149.0,1267.0,1416.0,1291.0,961.0,787.0,1139.0,1458.0,624.0,828.0,29.0,8.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,14.0,38.0,921.0,1318.0,1295.0,1167.0,936.0,1177.0,1273.0,844.0,943.0,62.0,12.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,662.0,1212.0,1304.0,1259.0,1069.0,1147.0,1184.0,995.0,1026.0,106.0,27.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,389.0,874.0,1224.0,1410.0,1271.0,1266.0,965.0,1143.0,1231.0,167.0,58.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,819.0,1121.0,1300.0,1449.0,1287.0,797.0,1302.0,1227.0,312.0,104.0,0.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,620.0,906.0,1249.0,1462.0,1091.0,692.0,1630.0,1358.0,547.0,243.0,3.0,25.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,264.0,559.0,1077.0,1683.0,809.0,479.0,1652.0,1642.0,1120.0,491.0,21.0,133.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,34.0,77.0,295.0,443.0,315.0,164.0,945.0,744.0,4088.0,1917.0,206.0,683.0,66.0,18.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,26.0,22.0,20.0,209.0,119.0,2193.0,3384.0,1068.0,2311.0,493.0,134.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,31.0,17.0,944.0,2070.0,2203.0,3143.0,1212.0,376.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,335.0,1019.0,3490.0,2157.0,2185.0,812.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,552.0,2229.0,1246.0,3891.0,2006.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,112.0,780.0,300.0,2150.0,6654.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
